#Device;NGC103
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.005-02.430-03.730
#Serial No.;000100954
#Mode;Unlimited
#Logging Interval[s];0.001
#Specified Logging Count;-----
#Specified Logging Time[s];-----
#Sequence;Off
#CH1 Voltage Target[V];4.200
#CH1 Current Target[A];0.200
#CH1 Sequence Delay[s];-----
#CH1 EasyArb;Off
#CH1 OVP;Off
#CH1 OPP;Off
#CH1 Ramp;Off
#CH1 Analog in;Off
#Start Time;00:43:54
#Stop Time;00:44:23
#Actual Count; 29911      
U1[V];I1[A];Timestamp
4.196;0.0740;00:43:54:736
4.196;0.0750;00:43:54:737
4.204;0.0420;00:43:54:738
4.196;0.0970;00:43:54:739
4.196;0.0580;00:43:54:740
4.196;0.0740;00:43:54:741
4.180;0.0460;00:43:54:742
4.196;0.0750;00:43:54:743
4.196;0.0410;00:43:54:744
4.204;0.0740;00:43:54:745
4.196;0.0750;00:43:54:746
4.188;0.0750;00:43:54:747
4.220;0.0410;00:43:54:748
4.188;0.0740;00:43:54:749
4.196;0.0750;00:43:54:750
4.220;0.0750;00:43:54:751
4.188;0.0440;00:43:54:752
4.204;0.0730;00:43:54:753
4.196;0.0750;00:43:54:754
4.212;0.0740;00:43:54:755
4.196;0.0970;00:43:54:756
4.196;0.0410;00:43:54:757
4.204;0.0740;00:43:54:758
4.196;0.0740;00:43:54:759
4.196;0.0750;00:43:54:760
4.204;0.0410;00:43:54:761
4.196;0.0740;00:43:54:762
4.196;0.0730;00:43:54:763
4.196;0.0750;00:43:54:764
4.204;0.0420;00:43:54:765
4.196;0.0740;00:43:54:766
4.196;0.0750;00:43:54:767
4.196;0.0750;00:43:54:768
4.180;0.0720;00:43:54:769
4.196;0.0670;00:43:54:770
4.196;0.0740;00:43:54:771
4.204;0.0740;00:43:54:772
4.196;0.0750;00:43:54:773
4.196;0.0410;00:43:54:774
4.204;0.0740;00:43:54:775
4.188;0.0740;00:43:54:776
4.196;0.0750;00:43:54:777
4.220;0.0410;00:43:54:778
4.188;0.0740;00:43:54:779
4.204;0.0730;00:43:54:780
4.196;0.0750;00:43:54:781
4.188;0.0410;00:43:54:782
4.188;0.0730;00:43:54:783
4.188;0.0390;00:43:54:784
4.204;0.0740;00:43:54:785
4.196;0.0970;00:43:54:786
4.196;0.0390;00:43:54:787
4.204;0.0390;00:43:54:788
4.196;0.0740;00:43:54:789
4.196;0.0750;00:43:54:790
4.196;0.0390;00:43:54:791
4.212;0.0410;00:43:54:792
4.196;0.0740;00:43:54:793
4.196;0.0750;00:43:54:794
4.204;0.0410;00:43:54:795
4.180;0.0950;00:43:54:796
4.196;0.0630;00:43:54:797
4.196;0.0750;00:43:54:798
4.180;0.0440;00:43:54:799
4.196;0.0750;00:43:54:800
4.196;0.0390;00:43:54:801
4.204;0.0740;00:43:54:802
4.196;0.0750;00:43:54:803
4.196;0.0750;00:43:54:804
4.220;0.0400;00:43:54:805
4.188;0.0740;00:43:54:806
4.196;0.0750;00:43:54:807
4.196;0.0740;00:43:54:808
4.188;0.0410;00:43:54:809
4.204;0.0730;00:43:54:810
4.196;0.0740;00:43:54:811
4.196;0.0740;00:43:54:812
4.196;0.0970;00:43:54:813
4.196;0.0390;00:43:54:814
4.196;0.0740;00:43:54:815
4.196;0.0740;00:43:54:816
4.196;0.0750;00:43:54:817
4.204;0.0390;00:43:54:818
4.196;0.0740;00:43:54:819
4.196;0.0740;00:43:54:820
4.196;0.0750;00:43:54:821
4.204;0.0410;00:43:54:822
4.196;0.0740;00:43:54:823
4.196;0.0430;00:43:54:824
4.196;0.0750;00:43:54:825
4.180;0.0470;00:43:54:826
4.204;0.0710;00:43:54:827
4.196;0.0390;00:43:54:828
4.204;0.0750;00:43:54:829
4.196;0.0750;00:43:54:830
4.188;0.0390;00:43:54:831
4.204;0.0400;00:43:54:832
4.188;0.0740;00:43:54:833
4.196;0.0750;00:43:54:834
4.220;0.0400;00:43:54:835
4.188;0.0410;00:43:54:836
4.204;0.0730;00:43:54:837
4.196;0.0750;00:43:54:838
4.220;0.0410;00:43:54:839
4.172;0.0970;00:43:54:840
4.188;0.0390;00:43:54:841
4.204;0.0740;00:43:54:842
4.196;0.0970;00:43:54:843
4.196;0.0750;00:43:54:844
4.204;0.0030;00:43:54:845
4.196;0.0740;00:43:54:846
4.196;0.0750;00:43:54:847
4.196;0.0740;00:43:54:848
4.220;0.0050;00:43:54:849
4.196;0.0720;00:43:54:850
4.188;0.0740;00:43:54:851
4.212;0.0740;00:43:54:852
4.172;0.0260;00:43:54:853
4.204;0.0650;00:43:54:854
4.196;0.0740;00:43:54:855
4.180;0.0080;00:43:54:856
4.196;0.0750;00:43:54:857
4.188;0.0030;00:43:54:858
4.204;0.0740;00:43:54:859
4.196;0.0750;00:43:54:860
4.196;0.0750;00:43:54:861
4.236;0.0030;00:43:54:862
4.180;0.0740;00:43:54:863
4.196;0.0750;00:43:54:864
4.188;0.0740;00:43:54:865
4.196;0.0070;00:43:54:866
4.172;0.0700;00:43:54:867
4.188;0.0740;00:43:54:868
4.204;0.0740;00:43:54:869
4.196;0.0970;00:43:54:870
4.196;0.0020;00:43:54:871
4.204;0.0740;00:43:54:872
4.196;0.0740;00:43:54:873
4.196;0.0750;00:43:54:874
4.204;0.0030;00:43:54:875
4.196;0.0740;00:43:54:876
4.188;0.0710;00:43:54:877
4.188;0.0740;00:43:54:878
4.220;0.0050;00:43:54:879
4.188;0.0720;00:43:54:880
4.204;0.0550;00:43:54:881
4.196;0.0740;00:43:54:882
4.180;0.0100;00:43:54:883
4.204;0.0690;00:43:54:884
4.188;0.0030;00:43:54:885
4.204;0.0740;00:43:54:886
4.196;0.0750;00:43:54:887
4.188;0.0020;00:43:54:888
4.228;0.0030;00:43:54:889
4.180;0.0730;00:43:54:890
4.196;0.0750;00:43:54:891
4.228;0.0030;00:43:54:892
4.188;0.0070;00:43:54:893
4.196;0.0700;00:43:54:894
4.188;0.0740;00:43:54:895
4.261;0.0060;00:43:54:896
4.196;0.0970;00:43:54:897
4.196;0.0020;00:43:54:898
4.204;0.0740;00:43:54:899
4.196;0.0970;00:43:54:900
4.196;0.0750;00:43:54:901
4.196;0.0410;00:43:54:902
4.196;0.0740;00:43:54:903
4.196;0.0750;00:43:54:904
4.196;0.0750;00:43:54:905
4.204;0.0420;00:43:54:906
4.196;0.0740;00:43:54:907
4.196;0.0750;00:43:54:908
4.196;0.0740;00:43:54:909
4.172;0.0470;00:43:54:910
4.196;0.0720;00:43:54:911
4.196;0.0750;00:43:54:912
4.204;0.0740;00:43:54:913
4.196;0.0750;00:43:54:914
4.188;0.0410;00:43:54:915
4.204;0.0740;00:43:54:916
4.188;0.0740;00:43:54:917
4.196;0.0750;00:43:54:918
4.220;0.0410;00:43:54:919
4.188;0.0740;00:43:54:920
4.196;0.0730;00:43:54:921
4.196;0.0750;00:43:54:922
4.220;0.0440;00:43:54:923
4.180;0.0730;00:43:54:924
4.196;0.0410;00:43:54:925
4.196;0.0740;00:43:54:926
4.196;0.0970;00:43:54:927
4.196;0.0410;00:43:54:928
4.196;0.0410;00:43:54:929
4.196;0.0740;00:43:54:930
4.196;0.0750;00:43:54:931
4.196;0.0410;00:43:54:932
4.196;0.0420;00:43:54:933
4.196;0.0740;00:43:54:934
4.196;0.0750;00:43:54:935
4.212;0.0420;00:43:54:936
4.196;0.0550;00:43:54:937
4.196;0.0700;00:43:54:938
4.196;0.0750;00:43:54:939
4.180;0.0440;00:43:54:940
4.204;0.0750;00:43:54:941
4.196;0.0410;00:43:54:942
4.204;0.0740;00:43:54:943
4.196;0.0750;00:43:54:944
4.188;0.0750;00:43:54:945
4.220;0.0410;00:43:54:946
4.188;0.0740;00:43:54:947
4.196;0.0750;00:43:54:948
4.212;0.0410;00:43:54:949
4.188;0.0440;00:43:54:950
4.188;0.0730;00:43:54:951
4.196;0.0750;00:43:54:952
4.236;0.0430;00:43:54:953
4.196;0.0970;00:43:54:954
4.196;0.0410;00:43:54:955
4.196;0.0740;00:43:54:956
4.196;0.0970;00:43:54:957
4.196;0.0750;00:43:54:958
4.196;0.0410;00:43:54:959
4.196;0.0740;00:43:54:960
4.196;0.0750;00:43:54:961
4.196;0.0750;00:43:54:962
4.212;0.0410;00:43:54:963
4.196;0.0740;00:43:54:964
4.196;0.0750;00:43:54:965
4.196;0.0750;00:43:54:966
4.180;0.0440;00:43:54:967
4.204;0.0720;00:43:54:968
4.196;0.0750;00:43:54:969
4.204;0.0740;00:43:54:970
4.196;0.0750;00:43:54:971
4.188;0.0390;00:43:54:972
4.204;0.0740;00:43:54:973
4.188;0.0740;00:43:54:974
4.196;0.0750;00:43:54:975
4.220;0.0400;00:43:54:976
4.188;0.0740;00:43:54:977
4.204;0.0730;00:43:54:978
4.196;0.0750;00:43:54:979
4.228;0.0410;00:43:54:980
4.172;0.0730;00:43:54:981
4.196;0.0390;00:43:54:982
4.196;0.0740;00:43:54:983
4.196;0.0970;00:43:54:984
4.196;0.0390;00:43:54:985
4.204;0.0390;00:43:54:986
4.196;0.0740;00:43:54:987
4.196;0.0750;00:43:54:988
4.196;0.0390;00:43:54:989
4.204;0.0410;00:43:54:990
4.196;0.0740;00:43:54:991
4.196;0.0750;00:43:54:992
4.212;0.0410;00:43:54:993
4.180;0.0480;00:43:54:994
4.204;0.0710;00:43:54:995
4.196;0.0750;00:43:54:996
4.180;0.0420;00:43:54:997
4.196;0.0750;00:43:54:998
4.188;0.0390;00:43:54:999
4.204;0.0740;00:43:55:000
4.196;0.0750;00:43:55:001
4.196;0.0750;00:43:55:002
4.220;0.0400;00:43:55:003
4.188;0.0740;00:43:55:004
4.196;0.0750;00:43:55:005
4.196;0.0750;00:43:55:006
4.204;0.0410;00:43:55:007
4.180;0.0730;00:43:55:008
4.196;0.0750;00:43:55:009
4.236;0.0740;00:43:55:010
4.196;0.0970;00:43:55:011
4.196;0.0390;00:43:55:012
4.196;0.0750;00:43:55:013
4.196;0.0740;00:43:55:014
4.196;0.0750;00:43:55:015
4.196;0.0390;00:43:55:016
4.196;0.0740;00:43:55:017
4.196;0.0740;00:43:55:018
4.196;0.0750;00:43:55:019
4.204;0.0410;00:43:55:020
4.188;0.0720;00:43:55:021
4.196;0.0590;00:43:55:022
4.196;0.0740;00:43:55:023
4.180;0.0090;00:43:55:024
4.204;0.0690;00:43:55:025
4.196;0.0030;00:43:55:026
4.204;0.0740;00:43:55:027
4.196;0.0750;00:43:55:028
4.188;0.0020;00:43:55:029
4.204;0.0040;00:43:55:030
4.180;0.0740;00:43:55:031
4.196;0.0740;00:43:55:032
4.228;0.0030;00:43:55:033
4.180;0.0070;00:43:55:034
4.196;0.0700;00:43:55:035
4.188;0.0740;00:43:55:036
4.269;0.0070;00:43:55:037
4.140;0.0700;00:43:55:038
4.196;0.0020;00:43:55:039
4.204;0.0740;00:43:55:040
4.196;0.0970;00:43:55:041
4.196;0.0020;00:43:55:042
4.204;0.0030;00:43:55:043
4.204;0.0740;00:43:55:044
4.196;0.0750;00:43:55:045
4.196;0.0030;00:43:55:046
4.212;0.0050;00:43:55:047
4.196;0.0720;00:43:55:048
4.188;0.0750;00:43:55:049
4.220;0.0050;00:43:55:050
4.172;0.0100;00:43:55:051
4.204;0.0690;00:43:55:052
4.196;0.0740;00:43:55:053
4.188;0.0080;00:43:55:054
4.196;0.0750;00:43:55:055
4.188;0.0020;00:43:55:056
4.204;0.0740;00:43:55:057
4.196;0.0750;00:43:55:058
4.196;0.0750;00:43:55:059
4.228;0.0030;00:43:55:060
4.180;0.0740;00:43:55:061
4.196;0.0740;00:43:55:062
4.188;0.0740;00:43:55:063
4.253;0.0060;00:43:55:064
4.140;0.0700;00:43:55:065
4.188;0.0740;00:43:55:066
4.204;0.0740;00:43:55:067
4.196;0.0970;00:43:55:068
4.196;0.0020;00:43:55:069
4.196;0.0740;00:43:55:070
4.196;0.0740;00:43:55:071
4.196;0.0750;00:43:55:072
4.196;0.0030;00:43:55:073
4.204;0.0740;00:43:55:074
4.188;0.0720;00:43:55:075
4.188;0.0740;00:43:55:076
4.212;0.0050;00:43:55:077
4.188;0.0720;00:43:55:078
4.204;0.0670;00:43:55:079
4.196;0.0740;00:43:55:080
4.180;0.0080;00:43:55:081
4.204;0.0730;00:43:55:082
4.188;0.0410;00:43:55:083
4.204;0.0740;00:43:55:084
4.196;0.0750;00:43:55:085
4.196;0.0410;00:43:55:086
4.220;0.0410;00:43:55:087
4.188;0.0740;00:43:55:088
4.196;0.0750;00:43:55:089
4.212;0.0410;00:43:55:090
4.188;0.0430;00:43:55:091
4.188;0.0730;00:43:55:092
4.196;0.0750;00:43:55:093
4.236;0.0430;00:43:55:094
4.196;0.0970;00:43:55:095
4.196;0.0410;00:43:55:096
4.204;0.0740;00:43:55:097
4.196;0.0970;00:43:55:098
4.196;0.0750;00:43:55:099
4.204;0.0410;00:43:55:100
4.204;0.0740;00:43:55:101
4.196;0.0750;00:43:55:102
4.196;0.0750;00:43:55:103
4.204;0.0420;00:43:55:104
4.196;0.0740;00:43:55:105
4.196;0.0750;00:43:55:106
4.212;0.0740;00:43:55:107
4.180;0.0470;00:43:55:108
4.196;0.0720;00:43:55:109
4.196;0.0750;00:43:55:110
4.180;0.0740;00:43:55:111
4.196;0.0750;00:43:55:112
4.188;0.0410;00:43:55:113
4.204;0.0740;00:43:55:114
4.196;0.0740;00:43:55:115
4.196;0.0750;00:43:55:116
4.220;0.0410;00:43:55:117
4.188;0.0740;00:43:55:118
4.196;0.0730;00:43:55:119
4.196;0.0750;00:43:55:120
4.212;0.0440;00:43:55:121
4.180;0.0730;00:43:55:122
4.196;0.0410;00:43:55:123
4.196;0.0740;00:43:55:124
4.196;0.0970;00:43:55:125
4.196;0.0410;00:43:55:126
4.196;0.0410;00:43:55:127
4.196;0.0740;00:43:55:128
4.196;0.0750;00:43:55:129
4.196;0.0410;00:43:55:130
4.196;0.0740;00:43:55:131
4.196;0.0740;00:43:55:132
4.196;0.0750;00:43:55:133
4.204;0.0420;00:43:55:134
4.196;0.0740;00:43:55:135
4.196;0.0630;00:43:55:136
4.196;0.0750;00:43:55:137
4.180;0.0450;00:43:55:138
4.204;0.0720;00:43:55:139
4.196;0.0410;00:43:55:140
4.204;0.0740;00:43:55:141
4.196;0.0750;00:43:55:142
4.188;0.0390;00:43:55:143
4.220;0.0400;00:43:55:144
4.188;0.0740;00:43:55:145
4.196;0.0750;00:43:55:146
4.220;0.0400;00:43:55:147
4.188;0.0410;00:43:55:148
4.204;0.0730;00:43:55:149
4.196;0.0750;00:43:55:150
4.220;0.0410;00:43:55:151
4.196;0.0970;00:43:55:152
4.196;0.0390;00:43:55:153
4.204;0.0750;00:43:55:154
4.196;0.0970;00:43:55:155
4.196;0.0750;00:43:55:156
4.204;0.0390;00:43:55:157
4.196;0.0740;00:43:55:158
4.196;0.0750;00:43:55:159
4.196;0.0750;00:43:55:160
4.212;0.0410;00:43:55:161
4.196;0.0740;00:43:55:162
4.196;0.0750;00:43:55:163
4.196;0.0750;00:43:55:164
4.172;0.0500;00:43:55:165
4.204;0.0710;00:43:55:166
4.196;0.0750;00:43:55:167
4.204;0.0740;00:43:55:168
4.196;0.0750;00:43:55:169
4.188;0.0390;00:43:55:170
4.204;0.0740;00:43:55:171
4.188;0.0740;00:43:55:172
4.196;0.0750;00:43:55:173
4.220;0.0400;00:43:55:174
4.188;0.0740;00:43:55:175
4.204;0.0730;00:43:55:176
4.196;0.0750;00:43:55:177
4.204;0.0410;00:43:55:178
4.180;0.0730;00:43:55:179
4.196;0.0390;00:43:55:180
4.196;0.0740;00:43:55:181
4.196;0.0970;00:43:55:182
4.196;0.0390;00:43:55:183
4.204;0.0390;00:43:55:184
4.204;0.0740;00:43:55:185
4.196;0.0750;00:43:55:186
4.196;0.0390;00:43:55:187
4.212;0.0410;00:43:55:188
4.196;0.0740;00:43:55:189
4.196;0.0750;00:43:55:190
4.212;0.0410;00:43:55:191
4.196;0.0570;00:43:55:192
4.196;0.0700;00:43:55:193
4.196;0.0740;00:43:55:194
4.180;0.0430;00:43:55:195
4.204;0.0750;00:43:55:196
4.196;0.0390;00:43:55:197
4.204;0.0740;00:43:55:198
4.196;0.0750;00:43:55:199
4.188;0.0750;00:43:55:200
4.253;0.0050;00:43:55:201
4.180;0.0730;00:43:55:202
4.196;0.0750;00:43:55:203
4.228;0.0740;00:43:55:204
4.188;0.0070;00:43:55:205
4.188;0.0700;00:43:55:206
4.188;0.0740;00:43:55:207
4.269;0.0740;00:43:55:208
4.196;0.0970;00:43:55:209
4.196;0.0020;00:43:55:210
4.204;0.0740;00:43:55:211
4.196;0.0740;00:43:55:212
4.196;0.0750;00:43:55:213
4.204;0.0030;00:43:55:214
4.204;0.0740;00:43:55:215
4.196;0.0710;00:43:55:216
4.188;0.0740;00:43:55:217
4.212;0.0050;00:43:55:218
4.188;0.0720;00:43:55:219
4.188;0.0740;00:43:55:220
4.196;0.0740;00:43:55:221
4.180;0.0100;00:43:55:222
4.204;0.0690;00:43:55:223
4.196;0.0740;00:43:55:224
4.204;0.0740;00:43:55:225
4.196;0.0750;00:43:55:226
4.188;0.0030;00:43:55:227
4.204;0.0740;00:43:55:228
4.180;0.0730;00:43:55:229
4.196;0.0740;00:43:55:230
4.228;0.0030;00:43:55:231
4.180;0.0740;00:43:55:232
4.188;0.0700;00:43:55:233
4.188;0.0740;00:43:55:234
4.269;0.0060;00:43:55:235
4.140;0.0700;00:43:55:236
4.196;0.0020;00:43:55:237
4.204;0.0740;00:43:55:238
4.196;0.0970;00:43:55:239
4.196;0.0020;00:43:55:240
4.204;0.0030;00:43:55:241
4.204;0.0740;00:43:55:242
4.196;0.0750;00:43:55:243
4.196;0.0030;00:43:55:244
4.212;0.0050;00:43:55:245
4.188;0.0720;00:43:55:246
4.188;0.0740;00:43:55:247
4.220;0.0050;00:43:55:248
4.172;0.0110;00:43:55:249
4.204;0.0690;00:43:55:250
4.196;0.0740;00:43:55:251
4.180;0.0080;00:43:55:252
4.196;0.0750;00:43:55:253
4.188;0.0020;00:43:55:254
4.204;0.0740;00:43:55:255
4.196;0.0750;00:43:55:256
4.196;0.0750;00:43:55:257
4.228;0.0030;00:43:55:258
4.180;0.0740;00:43:55:259
4.196;0.0750;00:43:55:260
4.196;0.0750;00:43:55:261
4.228;0.0430;00:43:55:262
4.172;0.0730;00:43:55:263
4.196;0.0750;00:43:55:264
4.196;0.0740;00:43:55:265
4.196;0.0970;00:43:55:266
4.196;0.0410;00:43:55:267
4.196;0.0740;00:43:55:268
4.196;0.0740;00:43:55:269
4.196;0.0750;00:43:55:270
4.196;0.0410;00:43:55:271
4.204;0.0740;00:43:55:272
4.196;0.0740;00:43:55:273
4.196;0.0750;00:43:55:274
4.212;0.0420;00:43:55:275
4.196;0.0740;00:43:55:276
4.196;0.0700;00:43:55:277
4.196;0.0740;00:43:55:278
4.180;0.0440;00:43:55:279
4.204;0.0730;00:43:55:280
4.196;0.0410;00:43:55:281
4.204;0.0740;00:43:55:282
4.196;0.0750;00:43:55:283
4.188;0.0410;00:43:55:284
4.204;0.0410;00:43:55:285
4.188;0.0740;00:43:55:286
4.196;0.0740;00:43:55:287
4.220;0.0410;00:43:55:288
4.196;0.0440;00:43:55:289
4.188;0.0730;00:43:55:290
4.196;0.0750;00:43:55:291
4.236;0.0430;00:43:55:292
4.172;0.0970;00:43:55:293
4.196;0.0410;00:43:55:294
4.196;0.0740;00:43:55:295
4.196;0.0970;00:43:55:296
4.196;0.0750;00:43:55:297
4.204;0.0410;00:43:55:298
4.196;0.0740;00:43:55:299
4.196;0.0750;00:43:55:300
4.196;0.0750;00:43:55:301
4.204;0.0420;00:43:55:302
4.196;0.0740;00:43:55:303
4.196;0.0750;00:43:55:304
4.212;0.0740;00:43:55:305
4.180;0.0480;00:43:55:306
4.196;0.0710;00:43:55:307
4.196;0.0740;00:43:55:308
4.180;0.0740;00:43:55:309
4.196;0.0750;00:43:55:310
4.188;0.0410;00:43:55:311
4.204;0.0740;00:43:55:312
4.196;0.0750;00:43:55:313
4.196;0.0750;00:43:55:314
4.220;0.0410;00:43:55:315
4.188;0.0740;00:43:55:316
4.196;0.0750;00:43:55:317
4.196;0.0750;00:43:55:318
4.204;0.0440;00:43:55:319
4.180;0.0730;00:43:55:320
4.196;0.0740;00:43:55:321
4.196;0.0740;00:43:55:322
4.196;0.0970;00:43:55:323
4.196;0.0390;00:43:55:324
4.196;0.0740;00:43:55:325
4.196;0.0740;00:43:55:326
4.196;0.0750;00:43:55:327
4.204;0.0390;00:43:55:328
4.204;0.0740;00:43:55:329
4.196;0.0740;00:43:55:330
4.196;0.0750;00:43:55:331
4.204;0.0410;00:43:55:332
4.196;0.0740;00:43:55:333
4.196;0.0640;00:43:55:334
4.196;0.0740;00:43:55:335
4.180;0.0440;00:43:55:336
4.196;0.0720;00:43:55:337
4.196;0.0390;00:43:55:338
4.204;0.0740;00:43:55:339
4.196;0.0750;00:43:55:340
4.196;0.0390;00:43:55:341
4.220;0.0400;00:43:55:342
4.188;0.0740;00:43:55:343
4.196;0.0750;00:43:55:344
4.220;0.0400;00:43:55:345
4.188;0.0410;00:43:55:346
4.204;0.0730;00:43:55:347
4.196;0.0740;00:43:55:348
4.220;0.0410;00:43:55:349
4.196;0.0970;00:43:55:350
4.188;0.0390;00:43:55:351
4.204;0.0740;00:43:55:352
4.196;0.0970;00:43:55:353
4.196;0.0750;00:43:55:354
4.204;0.0390;00:43:55:355
4.196;0.0740;00:43:55:356
4.196;0.0750;00:43:55:357
4.196;0.0750;00:43:55:358
4.212;0.0410;00:43:55:359
4.196;0.0740;00:43:55:360
4.196;0.0750;00:43:55:361
4.196;0.0740;00:43:55:362
4.180;0.0570;00:43:55:363
4.196;0.0690;00:43:55:364
4.196;0.0750;00:43:55:365
4.204;0.0740;00:43:55:366
4.196;0.0750;00:43:55:367
4.188;0.0390;00:43:55:368
4.204;0.0740;00:43:55:369
4.188;0.0740;00:43:55:370
4.196;0.0750;00:43:55:371
4.220;0.0400;00:43:55:372
4.188;0.0740;00:43:55:373
4.196;0.0730;00:43:55:374
4.196;0.0750;00:43:55:375
4.188;0.0410;00:43:55:376
4.204;0.0730;00:43:55:377
4.196;0.0390;00:43:55:378
4.204;0.0740;00:43:55:379
4.196;0.0970;00:43:55:380
4.196;0.0030;00:43:55:381
4.204;0.0030;00:43:55:382
4.196;0.0740;00:43:55:383
4.196;0.0750;00:43:55:384
4.204;0.0030;00:43:55:385
4.196;0.0060;00:43:55:386
4.180;0.0710;00:43:55:387
4.188;0.0740;00:43:55:388
4.220;0.0050;00:43:55:389
4.196;0.0970;00:43:55:390
4.204;0.0020;00:43:55:391
4.196;0.0740;00:43:55:392
4.172;0.0240;00:43:55:393
4.204;0.0750;00:43:55:394
4.188;0.0020;00:43:55:395
4.204;0.0740;00:43:55:396
4.196;0.0750;00:43:55:397
4.188;0.0740;00:43:55:398
4.228;0.0040;00:43:55:399
4.180;0.0730;00:43:55:400
4.188;0.0750;00:43:55:401
4.228;0.0040;00:43:55:402
4.188;0.0070;00:43:55:403
4.212;0.0700;00:43:55:404
4.188;0.0740;00:43:55:405
4.188;0.0070;00:43:55:406
4.196;0.0960;00:43:55:407
4.188;0.0020;00:43:55:408
4.204;0.0740;00:43:55:409
4.196;0.0970;00:43:55:410
4.196;0.0750;00:43:55:411
4.212;0.0030;00:43:55:412
4.196;0.0740;00:43:55:413
4.196;0.0740;00:43:55:414
4.188;0.0740;00:43:55:415
4.228;0.0050;00:43:55:416
4.188;0.0720;00:43:55:417
4.188;0.0740;00:43:55:418
4.196;0.0740;00:43:55:419
4.180;0.0970;00:43:55:420
4.204;0.0350;00:43:55:421
4.196;0.0740;00:43:55:422
4.204;0.0740;00:43:55:423
4.196;0.0750;00:43:55:424
4.188;0.0030;00:43:55:425
4.204;0.0740;00:43:55:426
4.180;0.0730;00:43:55:427
4.196;0.0750;00:43:55:428
4.228;0.0040;00:43:55:429
4.180;0.0730;00:43:55:430
4.212;0.0700;00:43:55:431
4.188;0.0740;00:43:55:432
4.188;0.0070;00:43:55:433
4.212;0.0700;00:43:55:434
4.188;0.0020;00:43:55:435
4.204;0.0740;00:43:55:436
4.196;0.0970;00:43:55:437
4.188;0.0020;00:43:55:438
4.220;0.0030;00:43:55:439
4.196;0.0740;00:43:55:440
4.196;0.0750;00:43:55:441
4.204;0.0410;00:43:55:442
4.220;0.0430;00:43:55:443
4.188;0.0740;00:43:55:444
4.196;0.0740;00:43:55:445
4.204;0.0430;00:43:55:446
4.196;0.0970;00:43:55:447
4.196;0.0410;00:43:55:448
4.196;0.0740;00:43:55:449
4.180;0.0760;00:43:55:450
4.196;0.0750;00:43:55:451
4.196;0.0410;00:43:55:452
4.204;0.0740;00:43:55:453
4.196;0.0750;00:43:55:454
4.196;0.0750;00:43:55:455
4.220;0.0410;00:43:55:456
4.188;0.0740;00:43:55:457
4.196;0.0750;00:43:55:458
4.196;0.0740;00:43:55:459
4.188;0.0440;00:43:55:460
4.204;0.0730;00:43:55:461
4.196;0.0750;00:43:55:462
4.204;0.0740;00:43:55:463
4.196;0.0950;00:43:55:464
4.196;0.0410;00:43:55:465
4.196;0.0740;00:43:55:466
4.196;0.0740;00:43:55:467
4.196;0.0750;00:43:55:468
4.204;0.0410;00:43:55:469
4.196;0.0740;00:43:55:470
4.196;0.0730;00:43:55:471
4.196;0.0750;00:43:55:472
4.212;0.0430;00:43:55:473
4.196;0.0740;00:43:55:474
4.196;0.0410;00:43:55:475
4.196;0.0740;00:43:55:476
4.188;0.0970;00:43:55:477
4.196;0.0540;00:43:55:478
4.196;0.0410;00:43:55:479
4.204;0.0740;00:43:55:480
4.196;0.0750;00:43:55:481
4.196;0.0410;00:43:55:482
4.204;0.0410;00:43:55:483
4.188;0.0740;00:43:55:484
4.196;0.0750;00:43:55:485
4.220;0.0410;00:43:55:486
4.188;0.0440;00:43:55:487
4.204;0.0730;00:43:55:488
4.196;0.0750;00:43:55:489
4.188;0.0440;00:43:55:490
4.204;0.0910;00:43:55:491
4.196;0.0410;00:43:55:492
4.204;0.0740;00:43:55:493
4.196;0.0970;00:43:55:494
4.196;0.0410;00:43:55:495
4.204;0.0410;00:43:55:496
4.196;0.0740;00:43:55:497
4.196;0.0750;00:43:55:498
4.204;0.0410;00:43:55:499
4.220;0.0430;00:43:55:500
4.196;0.0740;00:43:55:501
4.196;0.0750;00:43:55:502
4.204;0.0410;00:43:55:503
4.196;0.0970;00:43:55:504
4.196;0.0390;00:43:55:505
4.196;0.0740;00:43:55:506
4.180;0.0510;00:43:55:507
4.196;0.0750;00:43:55:508
4.196;0.0390;00:43:55:509
4.204;0.0740;00:43:55:510
4.196;0.0750;00:43:55:511
4.196;0.0750;00:43:55:512
4.220;0.0400;00:43:55:513
4.188;0.0740;00:43:55:514
4.196;0.0750;00:43:55:515
4.196;0.0740;00:43:55:516
4.188;0.0410;00:43:55:517
4.204;0.0730;00:43:55:518
4.196;0.0750;00:43:55:519
4.204;0.0740;00:43:55:520
4.196;0.0970;00:43:55:521
4.196;0.0390;00:43:55:522
4.196;0.0740;00:43:55:523
4.196;0.0740;00:43:55:524
4.196;0.0750;00:43:55:525
4.204;0.0390;00:43:55:526
4.196;0.0740;00:43:55:527
4.188;0.0730;00:43:55:528
4.196;0.0750;00:43:55:529
4.212;0.0410;00:43:55:530
4.196;0.0740;00:43:55:531
4.196;0.0390;00:43:55:532
4.196;0.0740;00:43:55:533
4.180;0.0780;00:43:55:534
4.196;0.0670;00:43:55:535
4.196;0.0390;00:43:55:536
4.204;0.0740;00:43:55:537
4.196;0.0750;00:43:55:538
4.188;0.0390;00:43:55:539
4.220;0.0400;00:43:55:540
4.188;0.0740;00:43:55:541
